Rank,Word,Percent,Cumulative
151,turn,0.10068587007515277,36.99123494121761
152,follow,0.09956426578369142,37.090799207001304
153,move,0.09920537003360584,37.19000457703491
154,came,0.09871689745509372,37.28872147449
155,believe,0.09847708930844475,37.38719856379845
156,case,0.09834379311655184,37.485542356915005
157,family,0.09808992135474189,37.58363227826975
158,play,0.09803532813077886,37.681667606400524
159,father,0.09737121242540459,37.77903881882593
160,money,0.09669109424029586,37.87572991306623
161,course,0.09623821301211526,37.971968126078345
162,die,0.09557826151442755,38.06754638759277
163,ever,0.0955466529257921,38.16309304051856
164,friend,0.09380242210230852,38.25689546262087
165,since,0.09338540380635481,38.35028086642722
166,girl,0.09319403669309562,38.44347490312032
167,order,0.09274053691798628,38.536215440038305
168,god,0.09203365281760438,38.62824909285591
169,open,0.0912697166631741,38.71951880951909
170,point,0.09105975569424218,38.810578565213326
171,sir,0.09065294054902165,38.90123150576235
172,maybe,0.09040351067045689,38.9916350164328
173,everything,0.09035137491199197,39.08198639134479
174,head,0.0902842392111159,39.17227063055591
175,done,0.0900219404728117,39.262292571028716
176,understand,0.0888142663534874,39.351106837382204
177,won,0.08864098532261261,39.43974782270482
178,upon,0.08804049202331081,39.52778831472813
179,kind,0.08684837940874507,39.61463669413687
180,against,0.08629552587379409,39.700932220010664
181,country,0.08486224944860514,39.78579446945927
182,however,0.08484628316989017,39.87064075262916
183,water,0.08455636943499599,39.955197122064156
184,mother,0.08440199483147127,40.03959911689563
185,study,0.08410244447531684,40.12370156137095
186,second,0.08341626827390028,40.20711782964485
187,mind,0.08336243729610696,40.29048026694096
188,enough,0.08318699476439755,40.37366726170536
189,different,0.08317049206297437,40.45683775376833
190,yet,0.08266949324836852,40.5395072470167
191,set,0.0826258173460503,40.62213306436275
192,care,0.08258276673249633,40.70471583109524
193,few,0.08227807684705828,40.7869939079423
194,next,0.0816377762574386,40.86863168419974
195,run,0.08161142614125244,40.95024311034099
196,stay,0.08146881565474519,41.03171192599574
197,school,0.08144235870115495,41.11315428469689
198,law,0.08120671074241557,41.194360995439304
199,line,0.08117758714033574,41.27553858257964
200,best,0.08069741017192132,41.356235992751564
201,form,0.08050368393449595,41.43673967668606
202,power,0.08040513371773086,41.51714481040379
203,general,0.08022614752040214,41.59737095792419
204,went,0.0800304028189729,41.67740136074316
205,once,0.07966104878045899,41.75706240952362
206,meet,0.07947386843119003,41.83653627795481
207,idea,0.07931756767264138,41.915853845627446
208,during,0.07895337062603301,41.99480721625348
209,seem,0.07876314807610611,42.07357036432958
210,high,0.07870444694715444,42.15227481127674
211,face,0.07825934933363332,42.230534160610375
212,system,0.07794811666573033,42.308482277276106
213,act,0.07793287775772915,42.38641515503384
214,interest,0.077622563833362,42.464037718867196
215,whole,0.0772090732023941,42.54124679206959
216,lot,0.07664072983935707,42.61788752190895
217,hear,0.07662518929778564,42.694512711206734
218,seen,0.07627076219517388,42.770783473401906
219,fuck,0.07626813667566182,42.84705161007757
220,shall,0.07617540411102358,42.9232270141886
221,present,0.0759266282034837,42.99915364239208
222,body,0.07582286695155979,43.07497650934364
223,big,0.0753092022740509,43.15028571161769
224,boy,0.07481978649309033,43.22510549811078
225,together,0.07444633021467248,43.29955182832545
226,problem,0.07410932008496687,43.37366114841041
227,children,0.07400098341365488,43.44766213182407
228,remember,0.07395262509527926,43.52161475691935
229,war,0.07371610534469966,43.59533086226405
230,until,0.07292276125685966,43.66825362352091
231,woman,0.07262026318593207,43.740873886706844
232,fine,0.07233274454846673,43.81320663125531
233,listen,0.07214633674080628,43.88535296799612
234,important,0.072109026084996,43.957461994081115
235,room,0.0720777949098705,44.02953978899099
236,cause,0.07202971904320729,44.101569508034196
237,already,0.07168284736069834,44.173252355394894
238,took,0.07146762117506175,44.244719976569954
239,later,0.0714212008000742,44.31614117737003
240,son,0.07140020600395594,44.387541383373986
241,question,0.07114170567149929,44.458683089045486
242,matter,0.07108717172080346,44.52977026076629
243,far,0.07018771592523905,44.59995797669153
244,though,0.07009998192672962,44.67005795861826
245,real,0.07003654125425392,44.74009449987251
246,party,0.06998270820816908,44.810077208080685
247,small,0.06969984709110763,44.87977705517179
248,today,0.06962865864079847,44.94940571381259
249,hour,0.06960183496505516,45.019007548777644
250,hold,0.06960026473086504,45.08860781350851
251,women,0.06945838982770866,45.15806620333622
252,close,0.06943065149491157,45.22749685483113
253,become,0.06940670680934868,45.29690356164048
254,given,0.06926237569675793,45.366165937337236
255,government,0.06872995811154604,45.43489589544878
256,business,0.068561296264996,45.50345719171378
257,read,0.06855104826924098,45.57200823998302
258,city,0.06831786609779324,45.64032610608081
259,kid,0.0681256762156538,45.708451782296464
260,saw,0.06805512579655727,45.77650690809302
261,plan,0.06729161389508284,45.8437985219881
262,word,0.0668923899784509,45.91069091196655
263,bad,0.06654332650567875,45.97723423847223
264,fact,0.06641259817900096,46.04364683665123
265,miss,0.06632051740861296,46.10996735405984
266,bring,0.06529424895476259,46.175261603014604
267,control,0.0651820698584992,46.240443672873106
268,wrong,0.0648061217402577,46.30524979461336
269,light,0.06460162226142001,46.36985141687478
270,less,0.06438205764089669,46.43423347451568
271,four,0.06436578689321476,46.49859926140889
272,person,0.06398305514184664,46.56258231655074
273,car,0.06384268644845598,46.62642500299919
274,else,0.06366711547833105,46.69009211847752
275,young,0.06364693123401269,46.753739049711534
276,himself,0.063298356029031,46.817037405740564
277,side,0.06320772570814916,46.88024513144871
278,true,0.06307761462401966,46.94332274607273
279,nice,0.06291575728317937,47.00623850335591
280,company,0.0628823781753326,47.06912088153124
281,area,0.06280957185985803,47.1319304533911
282,book,0.0620797406163894,47.19401019400749
283,thanks,0.06178857904865637,47.25579877305615
284,within,0.06173297148539363,47.31753174454154
285,job,0.06165236553361107,47.37918411007515
286,stand,0.061192437929626496,47.44037654800478
287,death,0.0611557981742493,47.501532346179026
288,public,0.060789790931164885,47.56232213711019
289,morning,0.060788745311745294,47.62311088242194
290,brother,0.06074857372663127,47.683859456148575
291,human,0.060639117304577154,47.74449857345315
292,wife,0.060290179802707365,47.804788753255856
293,watch,0.0602577170037286,47.865046470259585
294,include,0.06011523304810076,47.92516170330769
295,knew,0.06004248672265077,47.98520419003034
296,dead,0.0599618813135949,48.045166071343935
297,lead,0.05965730098230496,48.10482337232624
298,social,0.05943659242433749,48.16425996475058
299,learn,0.059384402593403794,48.22364436734398
300,minute,0.05936795224587172,48.28301231958985
301,five,0.05915070328895469,48.34216302287881
302,hello,0.05891393603588265,48.40107695891469
303,heart,0.058616523982562806,48.45969348289726
304,speak,0.05859722423862914,48.51829070713589
305,someone,0.05786242493984796,48.57615313207574
306,often,0.057653353358688604,48.63380648543443
307,story,0.05764899783098418,48.69145548326541
308,large,0.05753653433172058,48.748992017597125
309,heard,0.05729710884860503,48.80628912644573
310,door,0.05720527258228816,48.86349439902802
311,pass,0.057177748269288634,48.92067214729731
312,return,0.05695157837685853,48.97762372567417
313,least,0.056859281944143095,49.03448300761831
314,possible,0.05680020569699849,49.091283213315315
315,land,0.056320164111044346,49.14760337742636
316,group,0.05626685570220196,49.20387023312856
317,thus,0.05547533146927678,49.25934556459784
318,yourself,0.05543629842978244,49.31478186302762
319,soon,0.0553075371620638,49.370089400189684
320,reason,0.055223516679410625,49.425312916869096
321,almost,0.0552176251855083,49.4805305420546
322,either,0.05507497826519269,49.53560552031979
323,dad,0.05494224650718881,49.59054776682698
324,child,0.05482425506010602,49.645372021887084
325,increase,0.05474014627737072,49.70011216816445
326,rather,0.05460747099167015,49.75471963915612
327,base,0.05454374769959975,49.80926338685572
328,actually,0.054482949146435554,49.86374633600215
329,force,0.054182450869810675,49.91792878687196
330,walk,0.05412926696706179,49.97205805383902
331,hard,0.054094243657992445,50.02615229749701
332,history,0.05387007017287757,50.08002236766989
333,taken,0.05384287290783279,50.13386524057773
334,consider,0.0538035749468027,50.18766881552453
335,among,0.05380088763269549,50.24146970315723
336,free,0.053764889522076725,50.29523459267931
337,alone,0.05374067865255169,50.34897527133186
338,information,0.05371318343282901,50.402688454764686
339,pay,0.053593150906915625,50.4562816056716
340,fire,0.05354790285613711,50.50982950852774
341,white,0.053514503926166926,50.5633440124539
342,report,0.05349096623195069,50.61683497868585
343,provide,0.05328073308069691,50.67011571176655
344,baby,0.0528365077319457,50.722952219498495
345,example,0.05263865324846257,50.77559087274696
346,class,0.052634921532945786,50.82822579427991
347,test,0.05246276364673242,50.88068855792664
348,probably,0.05242189224953019,50.93311045017617
349,early,0.052275418725152824,50.985385868901325
350,eye,0.051923671845933966,51.03730954074726
351,sit,0.051775274725384034,51.089084815472646
352,write,0.05105607035463866,51.140140885827286
353,worry,0.05093687888144014,51.19107776470872
354,clear,0.05079853051956274,51.24187629522829
355,age,0.050720187672523426,51.29259648290081
356,lost,0.05071297031397733,51.343309453214786
357,known,0.050669207846969745,51.39397866106176
358,half,0.05066676892233185,51.44464542998409
359,sound,0.050649449270532776,51.49529487925462
360,ready,0.05060611596698383,51.54590099522161
361,hope,0.050494082705064926,51.59639507792667
362,answer,0.05049139841394793,51.64688647634062
363,gave,0.05037382095160417,51.697260297292225
364,carry,0.050325218347149515,51.74758551563937
365,quite,0.050177668066184455,51.797763183705555
366,continue,0.0500068502427711,51.84777003394833
367,suppose,0.04992398838025395,51.89769402232859
368,marry,0.04929803179391212,51.9469920541225
369,per,0.049044548957448815,51.99603660307994
370,black,0.04891944527874344,52.044956048358685
371,full,0.048900351315510265,52.093856399674195
372,able,0.04878275002197458,52.14263914969617
373,week,0.04869304633529358,52.19133219603147
374,hell,0.0485710575108945,52.23990325354236
375,myself,0.04850041058729656,52.28840366412965
376,deal,0.04849598773942733,52.33689965186908
377,late,0.04804748933626281,52.384947141205345
378,lady,0.04798252910459393,52.43292967030994
379,court,0.04776808986552892,52.48069776017547
380,result,0.04776509031245572,52.52846285048792
381,certain,0.047640812539772565,52.576103663027695
382,eat,0.04732855497065917,52.62343221799836
383,gone,0.047189742873886886,52.670621960872246
384,support,0.04713937361566199,52.71776133448791
385,sense,0.047083573675097766,52.764844908163006
386,happy,0.04702424430129615,52.811869152464304
387,along,0.04689089931431139,52.85876005177862
388,check,0.04676034813073999,52.905520399909356
389,bit,0.0464212476186587,52.95194164752802
390,although,0.04633967963927582,52.99828132716729
391,office,0.046326333809775216,53.044607660977064
392,lie,0.0462748212744071,53.09088248225147
393,development,0.04621104930178714,53.13709353155326
394,whether,0.046065473680714605,53.183159005233975
395,moment,0.04605363516767516,53.22921264040165
396,rest,0.04583650030923453,53.275049140710884
397,political,0.04581590030160219,53.32086504101249
398,brought,0.045783619871546215,53.36664866088403
399,save,0.04578131351240884,53.41242997439644
400,cut,0.04573733005296774,53.458167304449404
401,several,0.04572216568406257,53.503889470133466
402,national,0.04551046820567166,53.549399938339135
403,laugh,0.04550186996528794,53.59490180830442
404,drink,0.04547149567115503,53.64037330397558
405,fight,0.04546648502086987,53.68583978899645
406,nature,0.04503574996168308,53.73087553895813
407,perhaps,0.0450269377770154,53.77590247673515
408,above,0.045015107825158954,53.820917584560306
409,process,0.044880477523452825,53.86579806208376
410,experience,0.0446681224893579,53.91046618457312
411,mom,0.04466287087094333,53.95512905544406
412,paper,0.044658248363619035,53.99978730380768
413,value,0.044574594864260395,54.04436189867194
414,society,0.0445043835166248,54.08886628218856
415,ago,0.044391010415856906,54.13325729260442
416,receive,0.04398566671832377,54.17724295932274
417,train,0.043911107699722673,54.22115406702246
418,blood,0.043910045588383365,54.265064112610844
419,wish,0.043777469416118216,54.308841582026965
420,sometimes,0.04377616632064476,54.35261774834761
421,everyone,0.04372410067432427,54.39634184902194
422,service,0.04369433412059668,54.44003618314253
423,begin,0.04369135748228231,54.48372754062481
424,air,0.043609378512284025,54.5273369191371
425,music,0.04352654809910716,54.57086346723621
426,pretty,0.043522962924520174,54.61438643016073
427,view,0.043455287528119786,54.65784171768885
428,church,0.04342226698742241,54.70126398467627
429,police,0.04329923216562928,54.7445632168419
430,note,0.04315657566132029,54.78771979250322
431,sleep,0.04296163955308053,54.830681432056295
432,build,0.04292410469216935,54.873605536748464
433,guess,0.04283159777602595,54.91643713452449
434,special,0.042341897772864484,54.95877903229736
435,expect,0.042049010268632885,55.00082804256599
436,data,0.04190992295999927,55.042737965525994
437,therefore,0.0418181939954368,55.08455615952143
438,huh,0.041804001487439034,55.126360161008876
439,allow,0.041673246263398196,55.168033407272276
440,truth,0.04162661489064629,55.20966002216292
441,effect,0.04155586181822625,55.251215883981146
442,century,0.04148236421384154,55.29269824819499
443,require,0.041292604009036234,55.333990852204025
444,level,0.04114478788660897,55.37513564009063
445,anyone,0.04097880395270104,55.41611444404334
446,phone,0.04089860393482609,55.457013047978165
447,food,0.040793265262240856,55.4978063132404
448,common,0.04071599957725887,55.53852231281766
449,town,0.04058972841432189,55.57911204123199
450,doctor,0.04058536771517682,55.61969740894716
451,appear,0.040524695665045955,55.66022210461221
452,arm,0.040515907376868346,55.70073801198908
453,produce,0.04042744929251342,55.7411654612816
454,action,0.04042539607310131,55.7815908573547
455,period,0.04042421652091388,55.82201507387561
456,develop,0.04041122531072375,55.86242629918634
457,policy,0.04015881777963418,55.90258511696597
458,shit,0.040083775133404075,55.94266889209938
459,six,0.040027800401395544,55.982696692500774
460,type,0.03994493769673902,56.02264163019751
461,concern,0.03988133892987139,56.062522969127386
462,position,0.03979361952278394,56.10231658865017
463,behind,0.03968758989526153,56.14200417854543
464,itself,0.0396725697989756,56.1816767483444
465,reach,0.039647699636064515,56.221324447980464
466,month,0.039640465043148866,56.260964913023614
467,beautiful,0.039599870203378414,56.30056478322699
468,themselves,0.0395556829864113,56.3401204662134
469,remain,0.03941108241686748,56.37953154863027
470,offer,0.039404857931110995,56.41893640656138
471,break,0.03932755646883564,56.45826396303021
472,activity,0.03917706368379494,56.49744102671401
473,record,0.039096802467325796,56.536537829181334
474,subject,0.039001013118072886,56.57553884229941
475,tomorrow,0.03899163573141696,56.61453047803082
476,date,0.0389272302028822,56.6534577082337
477,create,0.038853145150471176,56.69231085338417
478,fall,0.03878135601557649,56.73109220939975
479,further,0.03865106944157954,56.769743278841325
480,past,0.038577571937767965,56.80832085077909
481,whatever,0.03856141086265645,56.846882261641746
482,ground,0.03819069073583977,56.885072952377584
483,cover,0.03812050066544702,56.923193453043034
484,easy,0.03799682120266731,56.9611902742457
485,account,0.03781352482903672,56.999003799074735
486,rule,0.03775936767991475,57.03676316675465
487,daughter,0.03758803341408153,57.074351200168735
488,tonight,0.03738960244828712,57.11174080261702
489,front,0.0373423168532258,57.14908311947025
490,promise,0.03733119055887173,57.18641431002912
491,share,0.037324658193461105,57.223738968222584
492,necessary,0.03728150371972461,57.26102047194231
493,whose,0.03712732049652454,57.29814779243883
494,add,0.03706170609446312,57.335209498533295
495,became,0.03703494566308112,57.372244444196376
496,short,0.03700946467641628,57.40925390887279
497,game,0.036914446900725074,57.446168355773516
498,research,0.03682199362878937,57.48299034940231
499,mine,0.03679488694843809,57.51978523635074
500,pick,0.036589299387447316,57.556374535738186
501,decide,0.036565795052497664,57.59294033079068
502,excuse,0.036422447028801576,57.62936277781949
503,outside,0.03630111427110746,57.66566389209059
504,field,0.03625925498268058,57.70192314707327
505,accord,0.036219476233693225,57.73814262330696
506,inside,0.03620000851320229,57.77434263182017
507,felt,0.03608808625540365,57.81043071807557
508,property,0.036034732494718856,57.84646545057029
509,chance,0.036005657854618095,57.88247110842491
510,hit,0.03588857973760312,57.91835968816251
511,trust,0.035694661134904,57.954054349297415
512,future,0.03563924328847535,57.989693592585894
513,husband,0.03558626556799133,58.02527985815389
514,evidence,0.03547366751856295,58.06075352567245
515,exactly,0.035465782203979244,58.09621930787643
516,theory,0.0354308374410656,58.131650145317494
517,poor,0.0353408439268534,58.16699098924435
518,sign,0.0353016394514059,58.20229262869575
519,drive,0.03528947964257803,58.23758210833833
520,community,0.03526365963592463,58.27284576797425
521,send,0.035212590219744475,58.308058358193996
522,single,0.035121896993327545,58.34318025518732
523,sent,0.03507728579101103,58.37825754097833
524,explain,0.03504964853726081,58.41330718951559
525,major,0.03504527699652829,58.44835246651212
526,letter,0.03500868327014836,58.48336114978227
527,wanna,0.03488574221353595,58.5182468919958
528,self,0.03470148656932143,58.55294837856512
529,local,0.03465407182270257,58.58760245038782
530,forget,0.03462580979502033,58.62222826018284
531,step,0.03458189055920566,58.65681015074204
532,involve,0.03456995450537322,58.69138010524741
533,red,0.03456548018226977,58.725945585429685
534,total,0.034534126766513046,58.7604797121962
535,art,0.034418676891247287,58.79489838908745
536,education,0.034329513886225786,58.82922790297368
537,met,0.034243953873397896,58.86347185684708
538,near,0.03420240029516835,58.89767425714225
539,hurt,0.0340153318148648,58.93168958895711
540,earth,0.033974400544685215,58.9656639895018
541,usually,0.033954384196383754,58.99961837369818
542,economic,0.033898106243784046,59.033516479941966
543,section,0.033830162661212575,59.06734664260318
544,especially,0.03382905894629281,59.10117570154947
545,describe,0.033691968284065406,59.13486766983354
546,design,0.03360995941577134,59.16847762924931
547,low,0.03354069686335179,59.202018326112665
548,complete,0.03335261928276556,59.23537094539543
549,market,0.03334001223589645,59.26871095763133
550,finally,0.03325675722069832,59.301967714852026
551,third,0.033252608244780546,59.335220323096806
552,language,0.033221702503749055,59.36844202560056
553,gotta,0.033208553999967305,59.40165057960053
554,trade,0.033152141325902926,59.43480272092643
555,charge,0.03314381307212391,59.46794653399855
556,buy,0.03314334162447484,59.50108987562302
557,determine,0.03305812329347673,59.5341479989165
558,top,0.03300124309211448,59.56714924200862
559,trouble,0.03297469848470909,59.600123940493326
560,strong,0.03268705602328222,59.63281099651661
561,individual,0.03263247886009064,59.6654434753767
562,sister,0.03260071017321105,59.69804418554991
563,ten,0.03254961164925188,59.73059379719916
564,voice,0.0325270603335422,59.763120857532705
565,feet,0.03252448999686107,59.795645347529565
566,serve,0.03252209967078305,59.82816744720035
567,touch,0.03251201898067674,59.860679466181026
568,mark,0.032508893470052716,59.89318835965108
569,model,0.03246909165093383,59.92565745130201
570,stuff,0.03244942093857631,59.958106872240585
571,dear,0.032330771713795226,59.99043764395438
572,figure,0.03230277365157799,60.02274041760596
573,bed,0.03228444819844128,60.0550248658044
574,held,0.032275679280326264,60.08730054508472
575,lose,0.03219866714089438,60.11949921222562
576,particular,0.03207987983676549,60.151579092062384
577,longer,0.032068075991250916,60.18364716805363
578,rate,0.032054644234830926,60.215701812288465
579,dream,0.031829770234366686,60.24753158252283
580,sort,0.03167264695720023,60.27920422948003
581,picture,0.031647572452919284,60.31085180193295
582,shot,0.031644058378906714,60.34249586031186
583,knowledge,0.03159493232937689,60.37409079264123
584,accept,0.03152300541822274,60.405613798059456
585,respect,0.031480984953896014,60.43709478301335
586,goes,0.03146014590721963,60.46855492892057
587,finish,0.031411231157102044,60.49996616007767
588,damn,0.03137818654539631,60.531344346623065
589,various,0.031336139149305074,60.56268048577237
590,health,0.03133196874378527,60.594012454516154
591,pull,0.03128462176617144,60.62529707628232
592,regard,0.0310872807181041,60.65638435700043
593,whom,0.03102099462291144,60.68740535162334
594,personal,0.030989766063739398,60.71839511768708
595,operation,0.030952679158125565,60.74934779684521
596,shut,0.03093723020844864,60.78028502705366
597,drop,0.03093685291674777,60.811221879970404
598,situation,0.030832574905096496,60.8420544548755
599,establish,0.030796233103618037,60.87285068797912
600,attack,0.030773802548334773,60.90362449052745
601,cry,0.030750409067933752,60.93437489959538
602,everybody,0.030665285238786654,60.96504018483417
603,issue,0.030607300122616803,60.99564748495679
604,cost,0.030602081498188875,61.02624956645498
605,term,0.030507019888751794,61.05675658634373
606,board,0.03049204213288904,61.08724862847662
607,list,0.030484820234390638,61.117733448711014
608,analysis,0.030418287037760002,61.148151735748776
609,news,0.0304047588888498,61.178556494637625
610,enter,0.030378685203735146,61.20893517984136
611,agree,0.03035848875026463,61.23929366859163
612,due,0.03035037242036472,61.26964404101199
613,raise,0.03029476771007621,61.29993880872207
614,direct,0.030256004339947615,61.330194813062015
615,practice,0.03015664830274423,61.36035146136476
616,dog,0.030110215913845374,61.3904616772786
617,million,0.030105123576994946,61.420566800855596
618,approach,0.03005624024671349,61.45062304110231
619,wonder,0.030053291973644963,61.480676333075955
620,exist,0.030023315087793958,61.51069964816375
621,cross,0.030011163233477956,61.540710811397226
622,bank,0.03000140195468997,61.57071221335192
623,couple,0.029926006212650083,61.600638219564566
624,space,0.029852755657399935,61.63049097522197
625,energy,0.02967792959692226,61.66016890481889
626,natural,0.029650566071662235,61.68981947089055
627,apply,0.02953736753690047,61.71935683842745
628,afraid,0.02952978944833346,61.748886627875784
629,road,0.029513093589758614,61.77839972146554
630,team,0.029261549733783424,61.80766127119932
631,began,0.029187390699721795,61.83684866189905
632,attention,0.029151254512822272,61.86599991641187
633,gun,0.029118526864190357,61.89511844327606
634,crazy,0.029104646464104683,61.92422308974017
635,surface,0.02898817202100623,61.953211261761176
636,mention,0.02895811874731405,61.98216938050849
637,army,0.028878798407650254,62.01104817891614
638,lower,0.028860213135812593,62.039908392051956
639,across,0.02885902407418094,62.068767416126136
640,obtain,0.02883481410674815,62.09760223023289
641,prepare,0.028833308739672346,62.12643553897256
642,master,0.028804340482735086,62.155239879455294
643,influence,0.028789463776839098,62.18402934323213
644,amount,0.028755218796027684,62.21278456202816
645,authority,0.028737239321788448,62.24152180134995
646,grow,0.028713738318768525,62.27023553966872
647,detail,0.028695965862049498,62.29893150553077
648,suggest,0.028688998654016352,62.327620504184786
